NER,frequency,to appear? (yes/no),EN name,EL name
onassisio,1,yes,Onassisio,Onassisio
papageorgiou hospital,1,yes,Papageorgiou Hospital,Νοσοκομείο Παπαγεωργίου
eur 2.5 million,1,yes,Eur 2.5 Million,"2,5 Εκατομμύρια Ευρώ"
public structures,1,yes,Public Structures,Δημόσιες Δομές
health entrepreneurs,1,yes,Health Entrepreneurs,Επιχειρηματίες Στον Τομέα Της Υγείας
jcr,1,yes,Jcr,Jcr
university general hospital of ioannina,1,yes,University General Hospital Of Ioannina,Πανεπιστημιακό Γενικό Νοσοκομείο Ιωαννίνων
hadjikosta,1,yes,Hadjikosta,Hadjikosta
epirus and corfu,1,yes,Epirus And Corfu,Ηπειρος Και Κερκυρα
private groups,1,yes,Private Groups,Ιδιωτικές Ομάδες
health sector,1,yes,Health Sector,Τομέας Της Υγείας
state-run,1,yes,State-run,Κρατικό
next wednesday,1,yes,Next Wednesday,Επόμενη Τετάρτη
evelpidon school,1,yes,Evelpidon School,Σχολείο Evelpidon
militant workers,1,yes,Militant Workers,Μαχητικοί Εργάτες
red ballot paper,1,yes,Red Ballot Paper,Κόκκινο Ψηφοδέλτιο
fiscal stability,1,yes,Fiscal Stability,Δημοσιονομική Σταθερότητα
surpluses,1,yes,Surpluses,Προεξοχές
income squeezes,1,yes,Income Squeezes,Συμπιέσεις Εισοδήματος
energy market,1,yes,Energy Market,Αγορά Ενέργειας
greek governments,1,yes,Greek Governments,Ελληνικές Κυβερνήσεις
ramstein,1,yes,Ramstein,Ramstone
imia,1,yes,Imia,Imia
official figures,1,yes,Official Figures,Επίσημα Στοιχεία
net profits,1,yes,Net Profits,Καθαρά Κέρδη
hoteliers,1,yes,Hoteliers,Ξενοδόχοι
tourism entrepreneurs,1,yes,Tourism Entrepreneurs,Επιχειρηματίες Του Τουρισμού
tour operators,1,yes,Tour Operators,Ταξιδιωτικοί Πράκτορες
seasonal workers,1,yes,Seasonal Workers,Εποχικοί Εργαζόμενοι
67,1,yes,67,67
tourism businesses,1,yes,Tourism Businesses,Τουριστικές Επιχειρήσεις
tens of thousands of workers,1,yes,Tens Of Thousands Of Workers,Δεκάδες Χιλιάδες Εργαζόμενοι
restaurants,1,yes,Restaurants,Εστιατόρια
tourist businesses,1,yes,Tourist Businesses,Τουριστικές Επιχειρήσεις
big businesses,1,yes,Big Businesses,Μεγάλες Επιχειρήσεις
hotel owners,1,yes,Hotel Owners,Ιδιοκτήτες Ξενοδοχείων
tourism worker,1,yes,Tourism Worker,Εργαζόμενος Στον Τουρισμό
monopolies,1,yes,Monopolies,Μονοπώλια
industry behemoths,1,yes,Industry Behemoths,Μεγαθήρια Της Βιομηχανίας
self-employed person,1,yes,Self-employed Person,Αυτοαπασχολούμενος
minoa,1,yes,Minoa,Minoa
archanes asterousia,1,yes,Archanes Asterousia,Archanes Asterousia
malevizi,1,yes,Malevizi,Κακόβουλο
17 months,1,yes,17 Months,17 Μήνες
6 months,1,yes,6 Months,6 Μήνες
agia pelagia,1,yes,Agia Pelagia,Αγία Πελαγία
local administration,1,yes,Local Administration,Τοπική Διοίκηση
castelli,1,yes,Castelli,Castelli
lasithi,1,yes,Lasithi,Lasithi
natural disasters,1,yes,Natural Disasters,Φυσικές Καταστροφές
manolis syntycheakis,1,yes,Manolis Syntycheakis,Μανώλης Συντυχάκης
workers' popular assemblies,1,yes,Workers' Popular Assemblies,Λαϊκές Συνελεύσεις Των Εργαζομένων
exploitation,1,yes,Exploitation,Εκμετάλλευση
the whole country,1,yes,The Whole Country,Ολόκληρη Η Χώρα
transfers,1,yes,Transfers,Μεταφορές
prefectures of crete,1,yes,Prefectures Of Crete,Νομοί Της Κρήτης
progressive people,1,yes,Progressive People,Προοδευτικοί Άνθρωποι
supermodernism,1,yes,Supermodernism,Υπερμοντερνισμός
caesarea,1,yes,Caesarea,Caesarea
napoleon sukatzidis,1,yes,Napoleon Sukatzidis,Ναπολέων Σουκατζίδης
spice,1,yes,Spice,Μπαχαρικό
caesarian,1,yes,Caesarian,Καισαρική Τομή
fourmee,1,yes,Fourmee,Fourmee
northern france,1,yes,Northern France,Βόρεια Γαλλία
may day 1891,1,yes,May Day 1891,Μαΐου 1891
lives,1,yes,Lives,Ζωές
workers' rights,1,yes,Workers' Rights,Δικαιώματα Των Εργαζομένων
evga,1,yes,Evga,Evga
argolida,1,yes,Argolida,Αργολίδη
the immediate future,1,yes,The Immediate Future,Το Άμεσο Μέλλον
occupational risks,1,yes,Occupational Risks,Επαγγελματικοί Κίνδυνοι
march,1,yes,March,Μάρτιος
neoliberal,1,yes,Neoliberal,Νεοφιλελεύθερο
previous years,1,yes,Previous Years,Προηγούμενα Χρόνια
petroleum and fertilizer of kavala,1,yes,Petroleum And Fertilizer Of Kavala,Πετρέλαιο Και Λιπάσματα Της Καβάλας
miners,1,yes,Miners,Ανθρακωρύχοι
kavouri,1,yes,Kavouri,Καβούρι
march 8,1,yes,March 8,8 Μαρτίου
presidium,1,yes,Presidium,Προεδρείο
achtsioglou,1,yes,Achtsioglou,Αχτσιόγλου
minister of labour,1,yes,Minister Of Labour,Υπουργός Εργασίας
economy and development,1,yes,Economy And Development,Οικονομία Και Ανάπτυξη
chicago workers,1,yes,Chicago Workers,Εργαζόμενοι Στο Σικάγο
shooting gallery,1,yes,Shooting Gallery,Σκοπευτήριο
eu offices,1,yes,Eu Offices,Γραφεία Της Εε
german embassy,1,yes,German Embassy,Γερμανική Πρεσβεία
american embassy,1,yes,American Embassy,Αμερικανική Πρεσβεία
builders,1,yes,Builders,Οικοδόμοι
kappa kappa epsilon,1,yes,Kappa Kappa Epsilon,Kappa Kappa Epsilon
workers' unions,1,yes,Workers' Unions,Συνδικάτα Εργαζομένων
federations,1,yes,Federations,Ομοσπονδίες
workers' centres,1,yes,Workers' Centres,Εργατικά Κέντρα
presidents,1,yes,Presidents,Πρόεδροι
slogan,1,yes,Slogan,Σλόγκαν
all-university first force,1,yes,All-university First Force,Πανεπιστημιακή Πρώτη Δύναμη
bastille square,1,yes,Bastille Square,Πλατεία Bastille
french class unions,1,yes,French Class Unions,Γαλλικά Ταξικά Συνδικάτα
bourgeois political system,1,yes,Bourgeois Political System,Αστικό Πολιτικό Σύστημα
working-people's world,1,yes,Working-people's World,Ο Κόσμος Των Εργαζομένων
global working class,1,yes,Global Working Class,Παγκόσμια Εργατική Τάξη
government of the southwest,1,yes,Government Of The Southwest,Κυβέρνηση Της Νοτιοδυτικής Χώρας
the people's families,1,yes,The People's Families,Οι Λαϊκές Οικογένειες
bourgeois management,1,yes,Bourgeois Management,Αστική Διαχείριση
2023-2027,1,yes,2023-2027,2023-2027
american-nato,1,yes,American-nato,Αμερικανονατοϊκή
us air force,1,yes,Us Air Force,Πολεμική Αεροπορία Των Ηπα
crimea,1,yes,Crimea,Κριμαία
$33 million,1,yes,$33 Million,33 Εκατομμύρια Δολάρια
us-nato-eu,1,yes,Us-nato-eu,Us-nato-eu
energy groups,1,yes,Energy Groups,Ομάδες Ενέργειας
saudi arabia,1,yes,Saudi Arabia,Σαουδική Αραβία
invasion,1,yes,Invasion,Εισβολή
thessalian people,1,yes,Thessalian People,Θεσσαλικός Λαός
iraq,1,yes,Iraq,Ιράκ
tempis,1,yes,Tempis,Tempis
european court of auditors,1,yes,European Court Of Auditors,Ευρωπαϊκό Ελεγκτικό Συνέδριο
committee of experts,1,yes,Committee Of Experts,Επιτροπή Εμπειρογνωμόνων
57 schools,1,yes,57 Schools,57 Σχολεία
karla street,1,yes,Karla Street,Karla Street
4th epal,1,yes,4th Epal,4ο Epal
ata,1,yes,Ata,Ata
mezourlo,1,yes,Mezourlo,Mezourle
n. smyrna,1,yes,N. Smyrna,N. Smyrna
march 3,1,yes,March 3,Μάρτιος 3
hundreds of workers,1,yes,Hundreds Of Workers,Εκατοντάδες Εργαζόμενοι
workers and the people,1,yes,Workers And The People,Οι Εργαζόμενοι Και Ο Λαός
dozens of cases,1,yes,Dozens Of Cases,Δεκάδες Υποθέσεις
next tragedies,1,yes,Next Tragedies,Επόμενες Τραγωδίες
next tempi,1,yes,Next Tempi,Επόμενα Tempi
never again,1,yes,Never Again,Ποτέ Ξανά
dimar,1,yes,Dimar,Dimar
self-employed professional,1,yes,Self-employed Professional,Αυτοαπασχολούμενος Επαγγελματίας
self-employed farmer,1,yes,Self-employed Farmer,Αυτοαπασχολούμενος Αγρότης
home,1,yes,Home,Σπίτι
e-food,1,yes,E-food,E-food
chrysochoidis,1,yes,Chrysochoidis,Chrysochoidis
struggling people,1,yes,Struggling People,Άνθρωποι Που Αγωνίζονται
struggle committees,1,yes,Struggle Committees,Επιτροπές Αγώνα
barbaric policy,1,yes,Barbaric Policy,Βάρβαρη Πολιτική
repression,1,yes,Repression,Καταστολή
adedy,1,yes,Adedy,Adedy
panspoudasistiki,1,yes,Panspoudasistiki,Πανσπουδαστική
nikos belogiannis,1,yes,Nikos Belogiannis,Νίκος Μπελογιάννης
palace,1,yes,Palace,Παλάτι
south-western party,1,yes,South-western Party,Νοτιοδυτικό Κόμμα
stavros xarchakos,1,yes,Stavros Xarchakos,Σταύρος Ξαρχάκος
thanos mikroutsikos,1,yes,Thanos Mikroutsikos,Θάνος Μικρούτσικος
miki theodorakis,1,yes,Miki Theodorakis,Miki Theodorakis
el,1,yes,El,El
lesbos,1,yes,Lesbos,Λέσβος
supermemorandum,1,yes,Supermemorandum,Supermemorandum
fit for 55,1,yes,Fit For 55,Κατάλληλο Για 55
sunday holiday,1,yes,Sunday Holiday,Κυριακάτικη Αργία
13th and 14th public wages,1,yes,13th And 14th Public Wages,13ος Και 14ος Δημόσιος Μισθός
labour rights,1,yes,Labour Rights,Εργασιακά Δικαιώματα
tax revenues,1,yes,Tax Revenues,Φορολογικά Έσοδα
one year,1,yes,One Year,Ένα Έτος
mandra,1,yes,Mandra,Μανδραγόρας
german chancellor,1,yes,German Chancellor,Γερμανός Καγκελάριος
gsee (general confederation of greek workers),1,yes,Gsee (general Confederation Of Greek Workers),Gsee (γενική Συνομοσπονδία Των Ελλήνων Εργαζομένων)
municipal election,1,yes,Municipal Election,Δημοτικές Εκλογές
peletides,1,yes,Peletides,Πελετίδες
february 2020,1,yes,February 2020,Φεβρουάριος 2020
fighters,1,yes,Fighters,Μαχητές
kalloni,1,yes,Kalloni,Calloni
mistena,1,yes,Mistena,Mistena
thermi,1,yes,Thermi,Thermi
workers' centre,1,yes,Workers' Centre,Εργατικό Κέντρο
federation of agricultural associations,1,yes,Federation Of Agricultural Associations,Ομοσπονδία Γεωργικών Ενώσεων
dublin treaty,1,yes,Dublin Treaty,Συνθήκη Του Δουβλίνου
blue homeland,1,yes,Blue Homeland,Γαλάζια Πατρίδα
circuits,1,yes,Circuits,Κυκλώματα
un high commission,1,yes,Un High Commission,Ύπατη Αρμοστεία Της Οηε
migrants,1,yes,Migrants,Μετανάστες
state structures,1,yes,State Structures,Κρατικές Δομές
azov criminal battalion,1,yes,Azov Criminal Battalion,Εγκληματικό Τάγμα Azov
aeolian,1,yes,Aeolian,Αιολικός
samina,1,yes,Samina,Samina
polychthon,1,yes,Polychthon,Πολύχθονος
michael,1,yes,Michael,Michael
polihnito,1,yes,Polihnito,Polihnito
tax breaks,1,yes,Tax Breaks,Φορολογικές Ελαφρύνσεις
tax-free oil,1,yes,Tax-free Oil,Αφορολόγητο Πετρέλαιο
vostaneio hospital,1,yes,Vostaneio Hospital,Βοστάνειο Νοσοκομείο
golgotha,1,yes,Golgotha,Golgotha
limnos,1,yes,Limnos,Limnos
icu,1,yes,Icu,Icu
maria komninakas,1,yes,Maria Komninakas,Maria Komninakas
vrissa,1,yes,Vrissa,Vrissa
vateres,1,yes,Vateres,Vateres
stavros,1,yes,Stavros,Stavros
last summer,1,yes,Last Summer,Το Περασμένο Καλοκαίρι
may 10,1,yes,May 10,Μαΐου 10
all student first force,1,yes,All Student First Force,Όλοι Οι Φοιτητές Πρώτη Δύναμη
2019-2022,1,yes,2019-2022,2019-2022
coronoid,1,yes,Coronoid,Στεφανιοειδές
40 percentage points,1,yes,40 Percentage Points,40 Ποσοστιαίες Μονάδες
president of microsoft,1,yes,President Of Microsoft,Πρόεδρος Της Microsoft
brad smith,1,yes,Brad Smith,Brad Smith
january 2020,1,yes,January 2020,Ιανουάριος 2020
nine months later,1,yes,Nine Months Later,Εννέα Μήνες Αργότερα
greek shipping industry,1,yes,Greek Shipping Industry,Ελληνική Ναυτιλιακή Βιομηχανία
ministry of development,1,yes,Ministry Of Development,Υπουργείο Ανάπτυξης
skaramagas,1,yes,Skaramagas,Skaramagas
minumum wage,1,yes,Minumum Wage,Κατώτατος Μισθός
digital work card,1,yes,Digital Work Card,Ψηφιακή Κάρτα Εργασίας
insurance companies,1,yes,Insurance Companies,Ασφαλιστικές Εταιρείες
public utilities,1,yes,Public Utilities,Υπηρεσίες Κοινής Ωφέλειας
amvrakia odos,1,yes,Amvrakia Odos,Amvrakia Odos
lefkada,1,yes,Lefkada,Lefkada
vonitsa,1,yes,Vonitsa,Vonitsa
greek enterprises,1,yes,Greek Enterprises,Ελληνικές Επιχειρήσεις
dollars,1,yes,Dollars,Δολάρια
1/1/24,1,yes,1/1/24,1/1/24
self-employed persons,1,yes,Self-employed Persons,Αυτοαπασχολούμενοι
1/1/25,1,yes,1/1/25,1/1/25
operation eleftheria,1,yes,Operation Eleftheria,Λειτουργία Eleftheria
myhealth.gov.gr,1,yes,Myhealth.gov.gr,Myhealth.gov.gr
national health system workers,1,yes,National Health System Workers,Εργαζόμενοι Στο Εθνικό Σύστημα Υγείας
ambulance rescuer,1,yes,Ambulance Rescuer,Διασώστης Ασθενοφόρων
evangelism,1,yes,Evangelism,Ευαγγελισμός
salvation,1,yes,Salvation,Σωτηρία
aghios anargyros,1,yes,Aghios Anargyros,Άγιος Ανάργυρος
recovery fund review,1,yes,Recovery Fund Review,Επανεξέταση Του Ταμείου Ανάκαμψης
school of economics and regional studies,1,yes,School Of Economics And Regional Studies,Σχολή Οικονομικών Και Περιφερειακών Σπουδών
school of information sciences,1,yes,School Of Information Sciences,Σχολή Επιστημών Της Πληροφορίας
school of business administration,1,yes,School Of Business Administration,Σχολή Διοίκησης Επιχειρήσεων
social greece,1,yes,Social Greece,Κοινωνική Ελλάδα
nobel prize for architecture,1,yes,Nobel Prize For Architecture,Βραβείο Νόμπελ Αρχιτεκτονικής
pritzker prize,1,yes,Pritzker Prize,Βραβείο Pritzker
architectural museum,1,yes,Architectural Museum,Αρχιτεκτονικό Μουσείο
national archaeological museum,1,yes,National Archaeological Museum,Εθνικό Αρχαιολογικό Μουσείο
historic center,1,yes,Historic Center,Ιστορικό Κέντρο
museum of maritime antiquities,1,yes,Museum Of Maritime Antiquities,Μουσείο Ναυτικών Αρχαιοτήτων
tatoi,1,yes,Tatoi,Tatoi
archaeological museum of elefsina,1,yes,Archaeological Museum Of Elefsina,Αρχαιολογικό Μουσείο Ελευσίνας
higher school of performing arts,1,yes,Higher School Of Performing Arts,Ανώτερη Σχολή Παραστατικών Τεχνών
performing arts schools,1,yes,Performing Arts Schools,Σχολεία Παραστατικών Τεχνών
equipping hospitals,1,yes,Equipping Hospitals,Εξοπλισμός Νοσοκομείων
fofi gennimata programme,1,yes,Fofi Gennimata Programme,Πρόγραμμα Fofi Gennimata
130 000 women,1,yes,130 000 Women,130 000 Γυναίκες
doxiades programme,1,yes,Doxiades Programme,Πρόγραμμα Δοξιάδη
greek public universities,1,yes,Greek Public Universities,Ελληνικά Δημόσια Πανεπιστήμια
8 500,1,yes,8 500,8 500
line 2,1,yes,Line 2,Γραμμή 2
metro line 4,1,yes,Metro Line 4,Γραμμή 4 Του Μετρό
self-employed workers,1,yes,Self-employed Workers,Αυτοαπασχολούμενοι Εργαζόμενοι
infants and toddlers,1,yes,Infants And Toddlers,Βρέφη Και Νήπια
working families,1,yes,Working Families,Εργαζόμενες Οικογένειες
social structures,1,yes,Social Structures,Κοινωνικές Δομές
apatity,1,yes,Apatity,Apatity
5g,1,yes,5g,5g
anna,1,yes,Anna,Anna
elena,1,yes,Elena,Elena
domestic violence offices,1,yes,Domestic Violence Offices,Γραφεία Ενδοοικογενειακής Βίας
panic button,1,yes,Panic Button,Κουμπί Πανικού
abuser,1,yes,Abuser,Κακοποιός
sos 15900 line,1,yes,Sos 15900 Line,Γραμμή Sos 15900
national lgbti strategy,1,yes,National Lgbti Strategy,Εθνική Στρατηγική Lgbti
lgbti,1,yes,Lgbti,Lgbti
conversion therapies,1,yes,Conversion Therapies,Θεραπείες Μετατροπής
teenagers,1,yes,Teenagers,Έφηβοι
trans people,1,yes,Trans People,Τρανς Άτομα
hiv carriers,1,yes,Hiv Carriers,Φορείς Hiv
500 days,1,yes,500 Days,500 Ημέρες
digital strategy for justice,1,yes,Digital Strategy For Justice,Ψηφιακή Στρατηγική Για Τη Δικαιοσύνη
court case management projects,1,yes,Court Case Management Projects,Έργα Διαχείρισης Δικαστικών Υποθέσεων
judicial charter,1,yes,Judicial Charter,Δικαστικός Χάρτης
ministry of administrative reform,1,yes,Ministry Of Administrative Reform,Υπουργείο Διοικητικής Μεταρρύθμισης
men,1,yes,Men,Άνδρες
ministry for civil protection,1,yes,Ministry For Civil Protection,Υπουργείο Πολιτικής Προστασίας
eur 2 billion,1,yes,Eur 2 Billion,2 Δισεκατομμύρια Ευρώ
vathi,1,yes,Vathi,Vathi
ursula von der leyen,1,yes,Ursula Von Der Leyen,Ursula Von Der Leyen
charles michel,1,yes,Charles Michel,Charles Michel
david sassoli,1,yes,David Sassoli,David Sassoli
greek women and men,1,yes,Greek Women And Men,Ελληνίδες Και Έλληνες
rafale aircraft,1,yes,Rafale Aircraft,Αεροσκάφος Rafale
taxpayer's money,1,yes,Taxpayer's Money,Χρήματα Των Φορολογουμένων
belharra frigate,1,yes,Belharra Frigate,Φρεγάτα Belharra
lorian,1,yes,Lorian,Lorian
greek shipyards,1,yes,Greek Shipyards,Ελληνικά Ναυπηγεία
akis,1,yes,Akis,Akis
chatgpt,1,yes,Chatgpt,Chatgpt
madam mayor,1,yes,Madam Mayor,Κυρία Δήμαρχε
central state,1,yes,Central State,Κεντρικό Κράτος
coronavirus crisis,1,yes,Coronavirus Crisis,Κρίση Του Κοροναϊού
refugee invasion,1,yes,Refugee Invasion,Εισβολή Προσφύγων
euboea,1,yes,Euboea,Ευβοία
summer of 2021,1,yes,Summer Of 2021,Καλοκαίρι Του 2021
greek entrepreneurship,1,yes,Greek Entrepreneurship,Ελληνική Επιχειρηματικότητα
governor,1,yes,Governor,Κυβερνήτης
northern evia,1,yes,Northern Evia,Βόρεια Εύβοια
north evia,1,yes,North Evia,Βόρεια Εύβοια
court of audit,1,yes,Court Of Audit,Ελεγκτικό Συνέδριο
personal differential,1,yes,Personal Differential,Προσωπική Διαφορά
disabled gentlemen,1,yes,Disabled Gentlemen,Ανάπηροι Κύριοι
cedas,1,yes,Cedas,Cedas
current,1,yes,Current,Τρέχουσα
modernisation,1,yes,Modernisation,Εκσυγχρονισμός
coalition governments,1,yes,Coalition Governments,Κυβερνήσεις Συνασπισμού
may 28th,1,yes,May 28th,28 Μαΐου
psakhi,1,yes,Psakhi,Psakhi
museum,1,yes,Museum,Μουσείο
mayer,1,yes,Mayer,Mayer
15 june,1,yes,15 June,15 Ιουνίου
crisis of price stability,1,yes,Crisis Of Price Stability,Κρίση Της Σταθερότητας Των Τιμών
730 euros,1,yes,730 Euros,730 Ευρώ
14,1,yes,14,14
triasio,1,yes,Triasio,Triasio
14 days,1,yes,14 Days,14 Ημέρες
george kasapidis,1,yes,George Kasapidis,Γιώργος Κασαπίδης
march 2020,1,yes,March 2020,Μάρτιος 2020
european partners,1,yes,European Partners,Ευρωπαίοι Εταίροι
northern european neighbours,1,yes,Northern European Neighbours,Βορειοευρωπαίοι Γείτονες
social inequality,1,yes,Social Inequality,Κοινωνική Ανισότητα
youth unemployment,1,yes,Youth Unemployment,Ανεργία Των Νέων
nestori dam,1,yes,Nestori Dam,Φράγμα Nestori
klisoura tunnel,1,yes,Klisoura Tunnel,Σήραγγα Klisoura
savings and loan programs,1,yes,Savings And Loan Programs,Προγράμματα Ταμιευτηρίου Και Δανείων
change water heater program,1,yes,Change Water Heater Program,Αλλάξτε Το Πρόγραμμα Του Θερμοσίφωνα
financial council of the parliament,1,yes,Financial Council Of The Parliament,Δημοσιονομικό Συμβούλιο Του Κοινοβουλίου
western macedonia 2030,1,yes,Western Macedonia 2030,Δυτική Μακεδονία 2030
€950,1,yes,€950,€950
€1,1,yes,€1,€1
fur producers,1,yes,Fur Producers,Παραγωγοί Γούνας
public employment service,1,yes,Public Employment Service,Δημόσια Υπηρεσία Απασχόλησης
state aid,1,yes,State Aid,Κρατική Ενίσχυση
standard vocational lyceum,1,yes,Standard Vocational Lyceum,Πρότυπο Επαγγελματικό Λύκειο
ieks,1,yes,Ieks,Ieks
phofe genemata,1,yes,Phofe Genemata,Phofe Genemata
hydro,1,yes,Hydro,Hydro
geothermal,1,yes,Geothermal,Γεωθερμία
rooftop photovoltaics,1,yes,Rooftop Photovoltaics,Φωτοβολταϊκά Σε Στέγες
hydrogen,1,yes,Hydrogen,Υδρογόνο
euro-turkish,1,yes,Euro-turkish,Ευρώ-τουρκία
the 1980s,1,yes,The 1980s,Τη Δεκαετία Του 1980
three days before the elections,1,yes,Three Days Before The Elections,Τρεις Ημέρες Πριν Από Τις Εκλογές
demeteras,1,yes,Demeteras,Demeteras
young democrats of patras,1,yes,Young Democrats Of Patras,Νέοι Δημοκράτες Της Πάτρας
fellow candidates,1,yes,Fellow Candidates,Άλλοι Υποψήφιοι
patrina,1,yes,Patrina,Πατρίνα
national ship,1,yes,National Ship,Εθνικό Πλοίο
world health organisation,1,yes,World Health Organisation,Παγκόσμιος Οργανισμός Υγείας
unnedites,1,yes,Unnedites,Unnedites
macroeconomics experts,1,yes,Macroeconomics Experts,Εμπειρογνώμονες Μακροοικονομίας
global,1,yes,Global,Παγκόσμιο
daily lives,1,yes,Daily Lives,Καθημερινές Ζωές
scorpion country,1,yes,Scorpion Country,Χώρα Των Σκορπιών
aetoloakarnania,1,yes,Aetoloakarnania,Aetoloakarnania
patras-pyrgos,1,yes,Patras-pyrgos,Πάτρα-πυργος
piraeus-parapiro dam,1,yes,Piraeus-parapiro Dam,Φράγμα Pyreus-parapiro
rio,1,yes,Rio,Rio
ladopoulos,1,yes,Ladopoulos,Λαδόπουλος
ionian highway,1,yes,Ionian Highway,Ιόνιος Αυτοκινητόδρομος
ecological upgrading,1,yes,Ecological Upgrading,Οικολογική Αναβάθμιση
western greece development plan,1,yes,Western Greece Development Plan,Σχέδιο Ανάπτυξης Της Δυτικής Ελλάδας
57 billion euros,1,yes,57 Billion Euros,57 Δισεκατομμύρια Ευρώ
all the cities,1,yes,All The Cities,Όλες Οι Πόλεις
karamandaneum,1,yes,Karamandaneum,Karamandaneum
107,1,yes,107,107
digital greece,1,yes,Digital Greece,Ψηφιακή Ελλάδα
maria polyzou,1,yes,Maria Polyzou,Maria Polyzou
second term,1,yes,Second Term,Δεύτερη Θητεία
summary form,1,yes,Summary Form,Συνοπτική Φόρμα
each child,1,yes,Each Child,Κάθε Παιδί
patras-pyrgos motorway,1,yes,Patras-pyrgos Motorway,Αυτοκινητόδρομος Πατρών-πυργου
ancient olympia,1,yes,Ancient Olympia,Αρχαία Ολυμπία
amaliada,1,yes,Amaliada,Σύμμαχος
standard,1,yes,Standard,Πρότυπο
experimental,1,yes,Experimental,Πειραματικό
full-day primary schools,1,yes,Full-day Primary Schools,Ολοήμερα Δημοτικά Σχολεία
halls of residence,1,yes,Halls Of Residence,Φοιτητικές Εστίες
8,1,yes,8,8
new major reform,1,yes,New Major Reform,Νέα Μεγάλη Μεταρρύθμιση
asep competition,1,yes,Asep Competition,Διαγωνισμός Asep
civil service,1,yes,Civil Service,Δημόσια Υπηρεσία
local government leaders,1,yes,Local Government Leaders,Ηγέτες Της Τοπικής Αυτοδιοίκησης
change water heater,1,yes,Change Water Heater,Αλλαγή Θερμοσίφωνα
roof photovoltaics,1,yes,Roof Photovoltaics,Φωτοβολταϊκά Στέγης
farming community,1,yes,Farming Community,Αγροτική Κοινότητα
energy hub,1,yes,Energy Hub,Ενεργειακός Κόμβος
protaonist,1,yes,Protaonist,Πρωταγωνιστής
national project,1,yes,National Project,Εθνικό Έργο
arms programmes,1,yes,Arms Programmes,Εξοπλιστικά Προγράμματα
2028,1,yes,2028,2028
general secretary of the communist party,1,yes,General Secretary Of The Communist Party,Γενικός Γραμματέας Του Κομμουνιστικού Κόμματος
83 billion,1,yes,83 Billion,83 Δισεκατομμύρια
money centre,1,yes,Money Centre,Κέντρο Χρημάτων
laconia,1,yes,Laconia,Λακωνία
panhellenic exams,1,yes,Panhellenic Exams,Πανελλήνιες Εξετάσεις
things,1,yes,Things,Πράγματα
path,1,yes,Path,Διαδρομή
certainty,1,yes,Certainty,Βεβαιότητα
past leaders,1,yes,Past Leaders,Προηγούμενοι Ηγέτες
stable government,1,yes,Stable Government,Σταθερή Κυβέρνηση
national necessity,1,yes,National Necessity,Εθνική Ανάγκη
democratic tradition,1,yes,Democratic Tradition,Δημοκρατική Παράδοση
ideological boundaries,1,yes,Ideological Boundaries,Ιδεολογικά Όρια
modernization,1,yes,Modernization,Εκσυγχρονισμός
political committee,1,yes,Political Committee,Πολιτική Επιτροπή
pavlos marinakis,1,yes,Pavlos Marinakis,Pavlos Marinakis
flags,1,yes,Flags,Σημαίες
truth agreement,1,yes,Truth Agreement,Συμφωνία Αλήθειας
refugee,1,yes,Refugee,Πρόσφυγες
19 (presumably 1990s),1,yes,19 (presumably 1990s),19 (πιθανώς Δεκαετία Του 1990)
governance programme,1,yes,Governance Programme,Πρόγραμμα Διακυβέρνησης
collective prosperity,1,yes,Collective Prosperity,Συλλογική Ευημερία
gas prices,1,yes,Gas Prices,Τιμές Φυσικού Αερίου
prime ministerial candidates,1,yes,Prime Ministerial Candidates,Υποψήφιοι Πρωθυπουργοί
previous four-year period,1,yes,Previous Four-year Period,Προηγούμενη Τετραετία
tritsis programme,1,yes,Tritsis Programme,Προγράμματα Tritsis
staff of the national health system,1,yes,Staff Of The National Health System,Προσωπικό Του Εθνικού Συστήματος Υγείας
decades,1,yes,Decades,Δεκαετίες
sovereignty,1,yes,Sovereignty,Κυριαρχία
farm income,1,yes,Farm Income,Γεωργικό Εισόδημα
six years,1,yes,Six Years,Έξι Χρόνια
diesel,1,yes,Diesel,Ντίζελ
small producers,1,yes,Small Producers,Μικροί Παραγωγοί
smart agriculture programmes,1,yes,Smart Agriculture Programmes,Προγράμματα Έξυπνης Γεωργίας
young folks,1,yes,Young Folks,Νέοι Άνθρωποι
young kids,1,yes,Young Kids,Μικρά Παιδιά
the field,1,yes,The Field,Ο Τομέας
progressive governance,1,yes,Progressive Governance,Προοδευτική Διακυβέρνηση
demetroulas,1,yes,Demetroulas,Demetroulas
panitolikos,1,yes,Panitolikos,Παναιτωλικός
thank you,1,yes,Thank You,Σας Ευχαριστώ
6th district,1,yes,6th District,6η Περιφέρεια
the next four years,1,yes,The Next Four Years,Τα Επόμενα Τέσσερα Χρόνια
opposition newspaper,1,yes,Opposition Newspaper,Εφημερίδα Της Αντιπολίτευσης
47%,1,yes,47%,47%
53%,1,yes,53%,53%
first sunday,1,yes,First Sunday,Πρώτη Κυριακή
line 4,1,yes,Line 4,Γραμμή 4
kipseli station,1,yes,Kipseli Station,Σταθμός Kipseli
hive,1,yes,Hive,Κυψέλη
panathinaikos,1,yes,Panathinaikos,Παναθηναϊκός
second four-year term,1,yes,Second Four-year Term,Δεύτερη Τετραετής Θητεία
disposable income,1,yes,Disposable Income,Διαθέσιμο Εισόδημα
